id,reviewedAt,rating,isMarkedHelpful,reviewText,productCompleted,mostHelpfulVoteCount,users,user_id
47948236~COURSE!~Eq6ugyBrEeymZwrrGHVoWw,1674038653890,5,0,"Thank you; this course's subject (Project based, available only on Coursera Plus) was in fact my first motivation to enrol into Coursera Plus paying cursus. So you know: of importance.",0,0,Caroline Boileau,47948236
