id,reviewedAt,rating,isMarkedHelpful,reviewText,productCompleted,mostHelpfulVoteCount,users,user_id
7769128~COURSE!~WeDJ_j1kEeu69wp-PD8q4Q,1638335620056,3,0,"Assignment submissions do not get reviewed on time; nor are there enough assignments (even two, actually!) available for peer review.  Corse completion takes longer than it ought to. Not very satisfied with a course for the first time since I began to use Coursera. ",0,0,KALYANI GOKHALE,7769128
